"";"cohort_id";"n_row";"n_subject";"follow_up_days";"n_Apr_Jun_2020";"n_Jan_Mar_2021";"n_Apr_Jun_2021";"n_Oct_Dec_2020";"n_Jul_Sep_2020";"n_Jan_Mar_2020";"n_Jul_Sep_2021"
"378";231490;1769491;1266756;527348087;166989;385198;293479;384987;342176;9013;187649
"379";231628;1764802;1264576;524678789;165167;385944;294029;384521;338546;8777;187818
"380";231690;1764802;1264576;526711180;165167;385944;294029;384521;338546;8777;187818
"381";231728;1722780;1240943;503264023;162814;376374;287011;373518;330901;8921;183241
"382";231790;1722780;1240943;508241315;162814;376374;287011;373518;330901;8921;183241
"383";231828;1802734;1283279;540458311;169279;393196;299361;391679;348222;9141;191856
"384";231890;1802734;1283279;540690392;169279;393196;299361;391679;348222;9141;191856
"385";231928;1797568;1280726;537960415;168945;391893;298629;390542;347257;9111;191191
"386";231990;1797568;1280726;538584342;168945;391893;298629;390542;347257;9111;191191
"387";232028;1802256;1283168;540448097;169119;393172;299370;391611;348058;9126;191800
"388";232090;1802256;1283168;540659094;169119;393172;299370;391611;348058;9126;191800
"389";232128;1784871;1274353;531913151;167773;389029;296272;387963;345015;9052;189767
"390";232190;1784871;1274353;533345920;167773;389029;296272;387963;345015;9052;189767
"391";232528;1799588;1281723;538910018;169081;392506;298823;391072;347571;9131;191404
"392";232590;1799588;1281723;539360486;169081;392506;298823;391072;347571;9131;191404
"393";232628;1805875;1284918;542057341;169541;393890;300051;392291;348665;9156;192281
"394";232690;1805875;1284918;542057341;169541;393890;300051;392291;348665;9156;192281
"395";232728;1776498;1271819;528422638;165964;387735;294866;386686;343436;8893;188918
"396";232790;1776498;1271819;530351427;165964;387735;294866;386686;343436;8893;188918
"397";232828;1796225;1280249;537606598;168476;391780;298247;390475;347078;9059;191110
"398";232890;1796225;1280249;538229088;168476;391780;298247;390475;347078;9059;191110
"399";233228;1791820;1278126;535462481;168041;390813;297274;389677;346481;9054;190480
"400";233290;1791820;1278126;536385107;168041;390813;297274;389677;346481;9054;190480
