"symptom","name_1","events_1","total_pop_1","prop_1","name_2","events_2","total_pop_2","prop_2","database","relative_risk","low_ci","up_ci"
"Abdominal pain","New infections",16021,438159,3.65643522100425,"Tested negative, earliest",34559,1059596,3.26152609107622,"SIDIAP",1.1210810886991,1.10064240273244,1.14189931654331
"Allergy","New infections",6356,438159,1.45061495940971,"Tested negative, earliest",13953,1059596,1.31682263806205,"SIDIAP",1.10160238553049,1.06963321339497,1.13452705152524
"Altered smell taste","New infections",726,438159,0.165693275728674,"Tested negative, earliest",371,1059596,0.035013344708738,"SIDIAP",4.73228927733153,4.17609351280955,5.36256234101439
"Anxiety","New infections",9499,438159,2.16793447127641,"Tested negative, earliest",22030,1059596,2.07909429631671,"SIDIAP",1.04273022879101,1.01820735545407,1.06784371985771
"Blurred vision","New infections",2292,438159,0.523097779573169,"Tested negative, earliest",5037,1059596,0.475369857945859,"SIDIAP",1.10040165742428,1.04751210133487,1.15596164103407
"Chest pain","New infections",5884,438159,1.34289150742082,"Tested negative, earliest",12562,1059596,1.18554618930234,"SIDIAP",1.13271968611453,1.0984059593242,1.16810535887916
"Cognitive dysfunction brain fog","New infections",1094,438159,0.249681051855605,"Tested negative, earliest",2616,1059596,0.246886549213096,"SIDIAP",1.01131897485471,0.942494970241877,1.08516872895215
"Cough","New infections",6865,438159,1.5667828345418,"Tested negative, earliest",14384,1059596,1.3574985183032,"SIDIAP",1.15416909367989,1.12170038117184,1.18757764476661
"Depression","New infections",4064,438159,0.927517179836543,"Tested negative, earliest",10149,1059596,0.95781788530723,"SIDIAP",0.968364857312131,0.933925161762527,1.00407456107879
"Dizziness","New infections",7182,438159,1.63913100039027,"Tested negative, earliest",16528,1059596,1.55983978799467,"SIDIAP",1.05083292079473,1.02235381702249,1.0801053500656
"Dyspnea","New infections",3217,438159,0.73420835815309,"Tested negative, earliest",5755,1059596,0.543131533150371,"SIDIAP",1.35180580272039,1.29490688043363,1.41120489502424
"Fatigue malaise","New infections",6647,438159,1.51702920629269,"Tested negative, earliest",14031,1059596,1.32418393425419,"SIDIAP",1.14563329689325,1.11291940042623,1.1793088074912
"Gastrointestinal issues","New infections",8583,438159,1.95887794156916,"Tested negative, earliest",20197,1059596,1.90610383580157,"SIDIAP",1.02768689972516,1.00230574791738,1.05371077244763
"Headache","New infections",7892,438159,1.80117263367864,"Tested negative, earliest",16730,1059596,1.57890365762045,"SIDIAP",1.14077424862842,1.11090461754746,1.17144700434027
"Intermittent fever","New infections",4612,438159,1.05258593341686,"Tested negative, earliest",11214,1059596,1.05832789100752,"SIDIAP",0.994574500360956,0.961227249062042,1.02907864683765
"Joint pain","New infections",17441,438159,3.98051848758099,"Tested negative, earliest",38413,1059596,3.62524962344139,"SIDIAP",1.09799845556631,1.07890088808071,1.11743406808265
"Memory issues","New infections",939,438159,0.214305765715186,"Tested negative, earliest",1995,1059596,0.188279306452648,"SIDIAP",1.13823324375312,1.05336600124677,1.22993804209677
"Menstrual problems","New infections",2287,438159,0.521956641310575,"Tested negative, earliest",4516,1059596,0.426200174406094,"SIDIAP",1.22467486560257,1.16473824063438,1.28769578787229
"Muscle spams pain","New infections",562,438159,0.128263940715585,"Tested negative, earliest",1520,1059596,0.143450900154398,"SIDIAP",0.894131306095204,0.811720532847919,0.98490891900267
"Neuralgia","New infections",4407,438159,1.0057992646505,"Tested negative, earliest",10471,1059596,0.988206825997833,"SIDIAP",1.01780238527993,0.982779411824389,1.05407346045078
"Pins sensation","New infections",1779,438159,0.406016993831007,"Tested negative, earliest",3889,1059596,0.367026678092405,"SIDIAP",1.10623292001892,1.04599848547951,1.16993598969945
"Sleep disorder","New infections",5025,438159,1.14684395390714,"Tested negative, earliest",11929,1059596,1.12580643943541,"SIDIAP",1.01868661764121,0.985841830471711,1.05262567775679
"Tachycardia","New infections",1961,438159,0.447554426589434,"Tested negative, earliest",4136,1059596,0.390337449367495,"SIDIAP",1.1465833660456,1.08672056670425,1.20974375158783
"Tinnitus and hearing problems","New infections",2840,438159,0.64816653315349,"Tested negative, earliest",6933,1059596,0.654305980770029,"SIDIAP",0.990616855420893,0.948426299968115,1.03468424934754
